cliente,entrega,devolución,masa_tortilla,masa_tamal,repartidor,fecha
ancla,7.5,0.0,0.0,0.0,,2022-08-20
paraiso,2.0,0.0,0.0,0.0,flor,2025-10-29
villa_real,3.0,3.0,0.0,0.0,arturo,2021-01-16
socorro,7.5,0.5,0.0,0.0,,2024-06-13
tito,5.5,0.0,0.0,0.0,,2020-07-20
arroyo,6.0,0.0,0.0,0.0,,2022-12-29
patricia,9.5,0.0,0.0,0.0,cesar,2024-05-20
colinas,7.5,0.0,0.0,0.0,edgar,2023-04-15
amparo,5.5,1.0,0.0,0.0,berta,2023-03-06
clinica_central,5.5,0.0,0.0,0.0,arturo,2023-04-08
estrella,10.0,1.0,0.0,0.0,cesar,2026-01-06
norma_l,5.0,0.0,0.0,0.0,flor,2023-01-19
chayo,5.0,0.0,0.0,0.0,,2026-01-17
mercadito,10.5,0.0,0.0,0.0,arturo,2022-11-11
mercadito,9.0,1.5,0.0,0.0,diana,2024-01-02
xavier,3.5,0.0,0.0,0.0,,2021-01-27
lalo,10.5,0.0,0.0,0.0,,2021-06-16
lalo,26.5,0.0,0.0,0.0,berta,2024-11-22
clinica_central,11.5,0.0,0.0,0.0,arturo,2020-09-19
marta,8.5,2.5,0.0,0.0,hilda,2020-11-25
marta,3.0,2.0,0.0,0.0,german,2022-07-29
tito,3.0,2.0,0.0,0.0,edgar,2021-03-16
mercadito,10.0,0.0,0.0,0.0,berta,2021-06-03
tequileria,6.5,2.5,0.0,0.0,,2026-02-18
roberto,11.5,0.0,0.0,0.0,arturo,2024-06-08
ciruela,3.5,5.0,0.0,0.0,,2020-08-11
mercadito,8.5,0.0,0.0,0.0,cesar,2024-05-24
mercadito,11.0,0.0,0.0,0.0,flor,2021-03-25
tito,6.5,0.0,0.0,0.0,berta,2020-11-18
gordillo,8.5,0.0,0.0,0.0,,2021-07-09
arroyo,11.0,4.0,0.0,0.0,berta,2023-02-24
france,2.0,6.0,0.0,0.0,,2026-01-30
lalo,11.0,0.0,0.0,0.0,diana,2024-07-27
clinica_central,3.5,0.0,0.0,0.0,,2022-11-01
concha,13.5,0.0,0.0,0.0,ivan,2021-06-19
tequileria,3.0,0.5,0.0,0.0,arturo,2020-10-02
patricia,3.5,0.5,0.0,0.0,diana,2023-07-08
concha,9.5,0.0,0.0,0.0,berta,2022-04-09
roja_2,5.0,0.5,0.0,0.0,hilda,2023-07-27
tequileria,4.0,0.0,0.0,0.0,berta,2020-10-12
lalo,22.5,4.0,0.0,0.0,berta,2021-02-09
bibi,0.5,0.0,0.0,0.0,berta,2021-09-02
bibi,1.0,0.5,0.0,0.0,arturo,2023-11-18
tito,6.5,1.0,0.0,0.0,,2022-07-12
marta,9.0,0.0,0.0,0.0,diana,2024-07-29
lalo,11.5,0.0,0.0,0.0,hilda,2020-10-13
arroyo,4.5,0.0,0.0,0.0,cesar,2025-03-31
roberto,10.0,0.0,0.0,0.0,flor,2024-10-14
socorro,4.0,0.0,0.0,0.0,diana,2025-01-18
roja_2,1.5,0.0,0.0,0.0,,2025-07-07
gordillo,10.0,0.0,0.0,0.0,berta,2024-10-29
fausto,3.5,0.0,0.0,0.0,arturo,2023-05-25
juarez_norte,8.5,0.0,0.0,0.0,,2020-07-21
paraiso,3.5,0.0,0.0,0.0,,2020-10-07
chayo,6.0,0.0,0.0,0.0,,2023-11-25
concha,13.0,6.5,0.0,0.0,,2022-05-28
clinica_central,6.5,4.0,0.0,0.0,,2023-03-23
socorro,6.0,2.5,0.0,0.0,cesar,2025-04-24
colinas,10.5,0.0,0.0,0.0,,2024-03-02
lalo,8.5,0.0,0.0,0.0,hilda,2022-08-03
leonor,3.5,0.0,0.0,0.0,arturo,2023-01-17
cactus,5.0,0.0,0.0,0.0,diana,2021-07-16
amparo,4.5,0.0,0.0,0.0,edgar,2025-02-25
ciruela,5.5,0.0,0.0,0.0,,2025-12-15
colinas,4.0,2.5,0.0,0.0,ivan,2022-02-18
estrella,11.0,2.0,0.0,0.0,,2021-11-15
lalo,15.5,1.5,0.0,0.0,berta,2026-01-07
villa_real,9.5,0.5,0.0,0.0,arturo,2024-05-04
marta,7.5,0.0,0.0,0.0,german,2022-05-30
chayo,6.5,3.5,0.0,0.0,berta,2022-02-05
ancla,7.0,4.0,0.0,0.0,edgar,2024-11-28
dona_mary,7.5,0.0,0.0,0.0,,2025-10-07
estrella,10.0,0.0,0.0,0.0,edgar,2021-06-21
xavier,4.0,0.0,0.0,0.0,,2025-02-26
clinica_central,3.0,2.0,0.0,0.0,,2020-11-30
concha,10.5,1.0,0.0,0.0,,2023-02-14
arroyo,12.5,11.0,0.0,0.0,arturo,2023-02-08
xavier,5.0,0.5,0.0,0.0,cesar,2023-06-02
amparo,4.5,2.0,0.0,0.0,hilda,2020-09-03
xavier,3.0,0.0,0.0,0.0,berta,2023-09-16
hacienda,0.5,1.5,0.0,0.0,berta,2025-05-07
materno_inf,19.0,0.0,0.0,0.0,edgar,2023-01-23
lalo,19.5,0.0,0.0,0.0,arturo,2023-04-17
marta,5.0,1.5,0.0,0.0,,2024-08-09
remedios,12.5,0.5,0.0,0.0,,2024-12-18
lalo,16.0,3.5,0.0,0.0,arturo,2026-02-24
estrella,8.0,0.0,0.0,0.0,arturo,2025-04-09
escalera,7.0,1.5,0.0,0.0,arturo,2025-07-17
france,2.0,0.0,0.0,0.0,german,2023-04-14
tequileria,6.0,0.0,0.0,0.0,berta,2021-08-21
marta,16.5,0.5,0.0,0.0,,2021-02-12
chakas,2.0,0.0,0.0,0.0,edgar,2022-07-07
estrella,18.0,0.0,0.0,0.0,,2021-01-25
ciruela,3.5,0.0,0.0,0.0,berta,2024-07-10
chayo,5.0,0.0,0.0,0.0,berta,2024-10-12
ciruela,6.5,0.5,0.0,0.0,diana,2022-01-13
patricia,3.0,0.0,0.0,0.0,,2020-11-25
bibi,2.5,0.0,0.0,0.0,flor,2022-09-10
escalera,5.0,9.5,0.0,0.0,arturo,2022-03-24
marta,3.0,0.0,0.0,0.0,hilda,2023-07-25
cactus,3.0,3.5,0.0,0.0,,2023-08-18
bibi,1.0,0.0,0.0,0.0,ivan,2021-06-07
hacienda,2.0,0.0,0.0,0.0,flor,2026-02-17
lalo,16.5,0.0,0.0,0.0,cesar,2022-11-08
patricia,11.0,1.0,0.0,0.0,berta,2025-12-03
chakas,3.5,1.5,0.0,0.0,,2023-06-09
xavier,5.0,0.5,0.0,0.0,edgar,2021-02-25
lalo,29.5,0.5,0.0,0.0,cesar,2022-05-20
bibi,3.0,0.0,0.0,0.0,edgar,2024-07-08
lalo,18.5,0.0,0.0,0.0,diana,2024-11-15
roberto,10.5,0.0,0.0,0.0,,2021-09-24
arroyo,2.5,0.0,0.0,0.0,diana,2024-12-11
concha,8.5,0.5,0.0,0.0,,2024-09-04
tito,4.5,0.0,0.0,0.0,berta,2025-10-06
roberto,21.5,2.0,0.0,0.0,hilda,2025-07-10
patricia,5.0,0.0,0.0,0.0,berta,2024-02-29
remedios,16.0,0.0,0.0,0.0,,2025-12-20
ciruela,3.5,0.0,0.0,0.0,arturo,2025-05-20
escalera,6.5,0.0,0.0,0.0,cesar,2024-06-15
roberto,18.5,0.0,0.0,0.0,,2021-03-22
gordillo,3.0,0.0,0.0,0.0,german,2022-03-28
ancla,3.5,2.0,0.0,0.0,flor,2025-11-18
ciruela,5.5,0.5,0.0,0.0,berta,2025-07-10
tito,5.0,0.5,0.0,0.0,,2024-06-07
cactus,3.0,0.5,0.0,0.0,,2022-04-30
mercadito,10.0,0.0,0.0,0.0,edgar,2023-07-01
juarez_norte,6.5,0.0,0.0,0.0,flor,2024-08-05
lalo,8.5,0.5,0.0,0.0,,2021-03-20
chayo,6.5,5.0,0.0,0.0,,2022-01-20
socorro,4.5,0.0,0.0,0.0,cesar,2023-02-09
roberto,16.0,1.0,0.0,0.0,,2020-07-28
remedios,12.0,0.0,0.0,0.0,flor,2025-10-31
chakas,2.0,0.0,0.0,0.0,,2021-02-27
amparo,4.5,7.0,0.0,0.0,,2023-04-19
lalo,19.0,0.0,0.0,0.0,ivan,2024-04-25
arroyo,4.5,4.0,0.0,0.0,edgar,2022-04-20
roja_2,2.0,0.0,0.0,0.0,marcos,2022-04-13
mariela,10.5,0.5,0.0,0.0,flor,2022-11-10
escalera,9.0,0.5,0.0,0.0,diana,2024-07-22
chayo,8.0,0.0,0.0,0.0,,2024-05-23
concha,9.0,0.0,0.0,0.0,,2021-04-22
remedios,8.0,0.0,0.0,0.0,flor,2023-06-15
chakas,4.0,0.0,0.0,0.0,cesar,2025-02-11
mercadito,10.0,5.0,0.0,0.0,,2023-01-25
mercadito,11.0,0.5,0.0,0.0,julia,2021-06-03
roberto,8.5,0.0,0.0,0.0,,2022-08-12
escalera,6.5,0.0,0.0,0.0,berta,2021-04-09
chayo,6.0,0.0,0.0,0.0,hilda,2024-10-12
amparo,4.0,0.0,0.0,0.0,diana,2023-01-19
amparo,4.5,1.0,0.0,0.0,,2024-03-12
escalera,6.0,0.0,0.0,0.0,cesar,2021-10-05
amparo,4.5,0.0,0.0,0.0,,2025-05-23
villa_real,3.0,0.0,0.0,0.0,,2021-02-17
tito,4.0,0.0,0.0,0.0,edgar,2023-12-15
escalera,4.0,0.0,0.0,0.0,,2022-08-04
concha,5.0,0.0,0.0,0.0,,2021-12-08
lalo,24.0,3.5,0.0,0.0,berta,2023-08-28
france,2.5,0.0,0.0,0.0,berta,2021-01-20
tequileria,4.0,0.0,0.0,0.0,berta,2021-06-21
estrella,12.0,0.0,0.0,0.0,diana,2023-11-22
remedios,7.5,0.0,0.0,0.0,arturo,2022-07-21
leonor,7.0,0.0,0.0,0.0,flor,2022-11-26
paraiso,1.5,1.5,0.0,0.0,berta,2020-09-02
socorro,6.0,0.0,0.0,0.0,,2020-08-21
paraiso,4.5,0.0,0.0,0.0,edgar,2021-07-01
lalo,26.0,0.0,0.0,0.0,german,2025-08-13
chayo,4.5,0.0,0.0,0.0,berta,2023-05-12
leonor,4.5,0.0,0.0,0.0,,2022-11-22
leonor,7.5,0.0,0.0,0.0,hilda,2022-07-06
tito,9.0,1.0,2.0,0.0,arturo,2020-12-03
lalo,17.5,0.5,0.0,0.0,german,2023-02-27
leonor,5.0,0.0,0.0,0.0,flor,2023-07-14
mercadito,9.0,0.0,0.0,0.0,edgar,2026-02-03
gordillo,5.0,0.0,0.0,0.0,edgar,2024-07-04
remedios,15.5,0.0,0.0,0.0,,2026-01-16
ancla,8.0,0.0,0.0,0.0,arturo,2022-09-28
colinas,8.0,0.0,0.0,0.0,,2022-10-01
arroyo,4.5,3.5,0.0,0.0,german,2024-10-02
clinica_central,1.0,0.0,0.0,0.0,cesar,2023-05-25
leonor,6.0,0.0,0.0,0.0,,2021-01-05
ancla,7.0,0.5,0.0,0.0,berta,2022-06-08
amparo,4.5,0.0,0.0,0.0,edgar,2025-05-14
marta,5.5,0.0,0.0,0.0,,2023-02-25
marta,11.5,0.0,0.0,0.0,edgar,2023-05-03
concha,13.5,5.5,0.0,0.0,berta,2020-09-18
patricia,6.0,0.0,0.0,0.0,berta,2024-03-28
tito,4.5,0.0,0.0,0.0,,2021-03-18
estrella,19.5,0.0,0.0,0.0,,2020-12-03
leonor,6.0,1.0,0.0,0.0,berta,2026-02-10
roberto,17.5,0.0,0.0,0.0,edgar,2021-01-13
tito,3.5,0.0,0.0,0.0,cesar,2025-08-23
escalera,4.0,0.0,0.0,0.0,berta,2024-05-24
leonor,4.5,0.0,0.0,0.0,arturo,2023-10-02
leonor,9.0,0.0,0.0,0.0,german,2022-12-22
dona_mary,9.5,0.0,0.0,0.0,,2024-02-08
leonor,4.5,0.0,0.0,0.0,hilda,2024-01-11
lalo,17.5,0.0,0.0,0.0,diana,2023-02-02
marta,3.5,0.0,0.0,0.0,berta,2023-01-09
mercadito,10.5,0.0,0.0,0.0,german,2024-02-03
mercadito,13.0,0.0,0.0,0.0,,2020-07-17
chayo,9.0,2.5,0.0,0.0,diana,2021-07-16
cactus,2.5,0.0,0.0,0.0,,2023-07-04
lalo,20.5,0.0,0.0,0.0,diana,2022-06-07
marta,2.5,0.0,0.0,0.0,edgar,2024-01-22
chayo,6.0,0.0,0.0,0.0,,2026-01-01
socorro,4.5,0.0,0.0,0.0,arturo,2020-12-21
cactus,6.5,0.0,0.0,0.0,edgar,2021-04-07
colinas,5.5,5.5,0.0,0.0,,2024-08-23
ciruela,6.0,0.0,0.0,0.0,,2025-03-03
hacienda,3.5,0.0,0.0,0.0,,2025-07-31
leonor,5.5,0.0,0.0,0.0,german,2024-09-30
villa_real,2.5,0.0,0.0,0.0,diana,2022-05-31
juarez_norte,12.5,0.5,0.0,0.0,german,2023-12-04
villa_real,4.5,0.5,0.0,0.0,diana,2020-11-14
remedios,18.5,0.0,0.0,0.0,arturo,2024-12-07
cactus,5.5,0.0,0.0,0.0,arturo,2022-09-20
patricia,4.0,0.0,0.0,0.0,,2024-01-30
remedios,13.5,0.0,0.0,0.0,,2024-10-10
pastora,4.5,3.5,0.0,0.0,edgar,2022-09-22
estrella,8.0,0.0,0.0,0.0,hilda,2025-09-16
colinas,6.0,0.0,0.0,0.0,german,2022-07-21
roberto,9.0,0.0,0.0,0.0,arturo,2021-01-25
estrella,8.5,0.5,0.0,0.0,,2025-11-20
cactus,7.0,2.5,0.0,0.0,diana,2023-06-12
san_uriel_s,2.5,0.5,0.0,0.0,,2023-07-11
clinica_central,6.5,0.0,0.0,0.0,diana,2023-11-29
roberto,13.5,0.0,0.0,0.0,,2023-11-18
ciruela,7.5,0.0,0.0,0.0,berta,2020-08-04
marta,12.0,0.5,0.0,0.0,,2022-08-11
arroyo,13.0,2.0,0.0,0.0,berta,2025-08-27
colinas,9.0,0.0,0.0,0.0,edgar,2025-01-23
clinica_central,0.5,0.0,0.0,0.0,berta,2023-01-28
colinas,10.5,0.0,0.0,0.0,cesar,2020-10-12
arroyo,10.0,0.0,0.0,0.0,edgar,2022-05-11
arroyo,8.0,0.0,0.0,0.0,,2023-08-08
roberto,15.5,0.0,0.0,0.0,ivan,2022-08-09
pastora,5.0,0.0,0.0,0.0,german,2020-10-26
patricia,4.0,0.0,0.0,0.0,flor,2025-09-29
marta,12.5,0.0,0.0,0.0,ivan,2022-10-17
remedios,7.0,0.0,0.0,0.0,,2022-01-05
remedios,10.5,0.0,0.0,0.0,cesar,2022-04-11
marta,3.5,0.5,0.0,0.0,,2024-06-10
colinas,6.0,0.0,0.0,0.0,,2022-09-20
chayo,6.5,0.0,0.0,0.0,,2025-02-06
marta,13.0,0.5,0.0,0.0,,2023-04-21
dona_mary,6.0,0.0,0.0,0.0,diana,2021-03-12
estrella,6.0,0.0,0.0,0.0,,2022-08-31
clinica_central,1.0,0.0,0.0,0.0,german,2024-09-05
socorro,7.0,0.5,0.0,0.0,diana,2022-06-21
ciruela,5.5,6.5,0.0,0.0,,2024-12-12
gordillo,4.5,6.0,0.0,0.0,hilda,2021-05-13
materno_inf,3.5,2.5,0.0,0.0,hilda,2024-12-18
cactus,4.0,3.0,0.0,0.0,arturo,2022-03-16
marta,12.0,4.0,0.0,0.0,hilda,2023-03-13
pastora,5.0,5.0,0.0,0.0,cesar,2026-02-09
leonor,8.0,4.0,0.0,0.0,,2025-07-22
patricia,4.0,0.5,0.0,0.0,arturo,2021-06-04
concha,9.5,1.5,0.0,0.0,,2020-11-26
roja_2,1.5,0.0,0.0,0.0,german,2022-01-01
lalo,10.5,2.0,0.0,0.0,arturo,2024-11-12
tito,8.0,0.0,0.0,0.0,german,2022-09-29
ciruela,4.0,0.5,0.0,0.0,cesar,2023-06-14
roja_2,2.5,2.0,0.0,0.0,arturo,2023-09-13
roja_2,3.5,0.5,0.0,0.0,arturo,2023-06-07
ancla,7.5,0.0,0.0,0.0,cesar,2023-08-02
paraiso,6.0,6.5,0.0,0.0,julia,2023-10-04
socorro,3.5,0.0,0.0,0.0,,2021-10-09
ancla,3.0,5.5,0.0,0.0,german,2025-04-03
mercadito,8.5,0.0,0.0,0.0,cesar,2025-05-03
gordillo,3.5,0.0,0.0,0.0,,2021-05-31
villa_real,8.5,0.0,0.0,0.0,,2023-07-20
estrella,8.0,0.0,0.0,0.0,flor,2021-12-04
estrella,9.5,1.0,0.0,0.0,german,2025-04-19
roberto,17.5,0.0,0.0,0.0,,2020-10-07
tito,5.5,0.0,0.0,0.0,edgar,2022-05-20
concha,8.0,6.5,0.0,0.0,,
paraiso,2.0,0.0,0.0,0.0,diana,2024-01-02
estrella,8.5,1.0,0.0,0.0,hilda,2020-08-21
hacienda,0.5,6.0,0.0,0.0,,2023-12-19
dona_mary,7.0,0.0,0.0,0.0,hilda,2023-03-04
chayo,8.5,0.0,0.0,0.0,arturo,2022-02-02
arroyo,5.5,0.0,0.0,0.0,,2021-05-24
arroyo,5.5,0.0,0.0,0.0,diana,2020-09-29
estrella,6.5,0.0,0.0,0.0,,2024-12-06
bibi,6.0,0.0,0.0,0.0,edgar,2025-06-26
arroyo,3.0,0.0,0.0,0.0,edgar,2024-08-27
cactus,3.5,1.0,0.0,0.0,,2025-03-05
marta,5.0,0.5,0.0,0.0,,2024-11-27
lalo,20.5,2.0,0.0,0.0,edgar,2022-05-06
paraiso,5.5,0.0,0.0,0.0,arturo,2021-04-22
villa_real,1.0,0.0,0.0,0.0,hilda,2020-10-03
gordillo,7.0,0.5,0.0,0.0,berta,2024-05-25
bibi,2.0,0.0,0.0,0.0,arturo,2022-02-28
patricia,5.5,0.0,0.0,0.0,flor,2023-02-10
ancla,3.0,1.0,0.0,0.0,,2021-12-14
marta,5.0,0.0,0.0,0.0,edgar,2020-09-10
xavier,6.5,0.0,0.0,0.0,diana,2026-01-10
gordillo,2.5,0.0,0.0,0.0,,2022-01-15
cristina,5.0,0.0,0.0,0.0,hilda,2023-05-17
chakas,4.0,0.0,0.0,0.0,arturo,2021-10-13
estrella,5.5,0.0,0.0,0.0,berta,2020-07-03
bibi,0.5,0.5,0.0,0.0,hilda,2022-02-18
bibi,4.5,0.0,0.0,0.0,berta,2024-11-02
paraiso,2.5,0.0,0.0,0.0,cesar,2025-06-27
marta,9.5,0.0,0.0,0.0,diana,2021-06-24
clinica_central,0.5,0.0,0.0,0.0,cesar,2025-11-21
escalera,8.0,0.0,0.0,0.0,diana,2022-09-13
marta,4.0,2.5,0.0,0.0,berta,2024-05-02
dona_mary,8.5,0.0,0.0,0.0,diana,2021-05-27
paraiso,1.5,3.0,0.0,0.0,arturo,2025-08-08
ciruela,6.0,0.0,0.0,0.0,,2022-11-29
estrella,13.5,0.0,0.0,0.0,berta,2026-02-24
patricia,8.0,4.0,0.0,0.0,,2023-09-25
concha,8.5,0.0,0.0,0.0,german,2025-09-02
chakas,2.0,0.0,0.0,0.0,,2021-08-09
estrella,8.0,3.0,0.0,0.0,cesar,2020-11-06
lalo,19.5,6.0,0.0,0.0,cesar,2024-01-23
mercadito,12.0,1.0,0.0,0.0,arturo,2020-09-23
clinica_central,0.5,2.5,0.0,0.0,edgar,2022-04-09
roja_2,4.5,0.0,0.0,0.0,berta,2021-10-25
lalo,13.5,0.0,0.0,0.0,,2023-11-08
estrella,11.0,0.0,0.0,0.0,berta,2021-08-10
cactus,5.0,0.0,0.0,0.0,cesar,2022-05-11
arroyo,5.0,0.5,0.0,0.0,,2025-11-08
arroyo,4.5,0.5,0.0,0.0,hilda,2020-07-21
chayo,8.0,0.5,0.0,0.0,,2023-11-24
mariela,12.0,4.0,0.0,0.0,german,2024-12-27
bibi,9.0,0.0,0.0,0.0,edgar,2024-10-25
roja_2,6.0,0.5,0.0,0.0,berta,2025-08-07
leonor,7.5,0.0,0.0,0.0,arturo,2022-03-02
leonor,6.0,1.0,0.0,0.0,berta,2022-04-25
escalera,9.5,0.0,0.0,0.0,,2022-05-25
estrella,6.5,2.5,0.0,0.0,german,2024-09-19
chakas,2.0,0.5,0.0,0.0,,2024-06-06
amparo,6.0,1.0,0.0,0.0,berta,2020-10-01
cactus,7.5,0.0,0.0,0.0,arturo,2021-02-08
clinica_central,1.5,0.0,0.0,0.0,diana,2024-04-20
paraiso,2.5,0.0,0.0,0.0,cesar,2023-02-23
tequileria,4.0,0.0,0.0,0.0,berta,2022-04-12
tequileria,4.0,1.0,0.0,0.0,arturo,2022-10-19
fausto,5.0,0.5,0.0,0.0,arturo,2022-11-22
hacienda,0.5,0.0,0.0,0.0,hilda,2023-07-24
amparo,4.5,0.0,0.0,0.0,arturo,2025-01-18
clinica_central,1.0,0.0,0.0,0.0,arturo,2026-02-12
socorro,5.0,0.0,0.0,0.0,berta,2023-01-31
amparo,5.5,0.0,0.0,0.0,flor,2021-09-22
colinas,7.5,0.0,0.0,0.0,julia,2020-07-29
escalera,6.5,0.5,0.0,0.0,cesar,2023-01-06
escalera,2.0,0.0,0.0,0.0,,2021-01-04
norma_l,2.5,0.0,0.0,0.0,arturo,2025-02-21
tito,4.0,0.5,0.0,0.0,berta,2020-07-16
concha,8.0,0.0,0.0,0.0,german,2023-08-30
patricia,3.0,0.0,0.0,0.0,,2023-07-03
colinas,7.5,0.0,0.0,0.0,cesar,2020-08-01
dona_mary,5.0,0.0,0.0,0.0,,2022-02-09
marta,12.5,3.5,0.0,0.0,german,2024-08-08
patricia,4.5,0.0,0.0,0.0,diana,2025-03-26
mercadito,11.0,0.0,0.0,0.0,,2023-11-04
patricia,5.0,2.5,0.0,0.0,hilda,2022-01-18
mercadito,9.0,0.0,0.0,0.0,,2025-12-08
escalera,6.0,0.5,0.0,0.0,,2021-10-13
roberto,22.0,0.0,0.0,0.0,german,2022-08-12
leonor,5.5,0.5,0.0,0.0,,2023-07-29
villa_real,1.0,2.0,0.0,0.0,diana,2024-09-17
leonor,5.5,0.0,0.0,0.0,diana,2025-03-29
cactus,0.5,0.5,0.0,0.0,arturo,2022-07-16
tito,4.5,0.0,0.0,0.0,arturo,2022-02-08
estrella,10.0,0.0,0.0,0.0,,2022-12-30
chakas,3.5,0.0,0.0,0.0,,2022-06-09
bibi,8.5,2.5,0.0,0.0,berta,2022-01-20
bibi,13.0,1.5,0.0,0.0,diana,2022-02-25
estrella,11.5,0.0,0.0,0.0,flor,2023-04-08
lalo,10.0,3.5,0.0,0.0,cesar,2025-04-05
gordillo,6.5,0.0,0.0,0.0,diana,2022-10-26
estrella,5.5,0.5,0.0,0.0,arturo,2020-10-19
ciruela,5.0,0.0,0.0,0.0,,2022-06-14
estrella,6.0,0.0,0.0,0.0,arturo,2021-01-12
amparo,4.5,0.0,0.0,0.0,cesar,2024-06-27
roberto,8.5,1.5,0.0,0.0,diana,2022-09-15
leonor,6.5,8.5,0.0,0.0,diana,2023-04-01
amparo,6.0,0.0,0.0,0.0,cesar,2024-08-23
cactus,9.0,0.5,0.0,0.0,flor,2021-08-07
chayo,5.0,0.0,0.0,0.0,german,2023-08-26
bibi,24.0,0.0,0.0,0.0,edgar,2022-03-02
escalera,3.5,0.0,0.0,0.0,,2023-03-31
arroyo,4.0,0.0,0.0,0.0,flor,2025-05-31
roberto,6.0,0.0,0.0,0.0,edgar,2021-04-23
socorro,3.5,0.0,0.0,0.0,diana,2020-09-24
roberto,17.0,0.0,0.0,0.0,julia,2022-08-16
marta,7.5,0.0,0.0,0.0,julia,2021-04-03
roja_2,1.5,0.0,0.0,0.0,hilda,2023-10-10
roja_2,1.0,0.0,0.0,0.0,edgar,2024-12-19
villa_real,1.0,2.0,0.0,0.0,arturo,2023-10-14
bibi,2.5,2.0,0.0,0.0,arturo,2024-01-25
tito,9.5,0.0,0.0,0.0,edgar,2020-12-17
hacienda,0.5,2.0,0.0,0.0,diana,2023-05-11
lalo,23.0,4.0,0.0,0.0,berta,2020-11-26
concha,7.5,0.0,0.0,0.0,arturo,2021-01-25
san_uriel_s,6.0,0.0,0.0,0.0,diana,2024-12-19
dona_mary,5.5,0.0,0.0,0.0,berta,2024-03-15
leonor,5.5,0.0,0.0,0.0,cesar,2024-01-13
paraiso,4.5,5.5,0.0,0.0,,2023-01-27
marta,6.0,1.5,0.0,0.0,,2023-02-14
clinica_central,12.5,0.0,0.0,0.0,german,2025-09-13
clinica_central,5.0,2.0,0.0,0.0,,2024-07-09
marta,14.5,0.5,0.0,0.0,julia,2024-01-08
roberto,27.5,0.5,0.0,0.0,arturo,2020-11-09
pastora,5.0,0.0,0.0,0.0,ivan,2023-02-02
colinas,6.0,0.0,0.0,0.0,,2024-02-26
amparo,4.5,1.0,0.0,0.0,edgar,2023-12-08
estrella,14.5,0.0,0.0,0.0,cesar,2024-04-29
leonor,6.0,3.5,0.0,0.0,berta,2022-11-07
issste_s,9.5,0.5,0.0,0.0,,2023-07-22
herreria,12.0,4.0,0.0,0.0,,2024-02-24
escalera,5.5,0.0,0.0,0.0,flor,2025-09-12
estrella,13.0,0.0,0.0,0.0,berta,2021-07-09
mercadito,11.0,0.5,0.0,0.0,cesar,2021-04-06
bibi,5.0,0.0,0.0,0.0,berta,2022-05-21
roberto,13.0,0.0,0.0,0.0,diana,2023-08-08
socorro,4.0,0.0,0.0,0.0,,2024-01-25
xavier,7.0,0.0,0.0,0.0,,2023-11-01
amparo,4.5,0.0,0.0,0.0,cesar,2021-08-18
cactus,6.5,7.5,0.0,0.0,,2020-11-07
leonor,5.0,0.5,0.0,0.0,cesar,2023-03-24
colinas,8.0,0.0,0.0,0.0,arturo,2022-05-30
remedios,13.0,0.0,0.0,0.0,edgar,2024-02-17
lalo,20.0,0.0,0.0,0.0,arturo,2024-09-13
ancla,2.0,0.0,0.0,0.0,berta,2023-11-07
mercadito,7.5,1.5,0.0,0.0,,2024-10-03
marta,6.0,0.0,0.0,0.0,,2025-06-21
concha,7.0,1.5,0.0,0.0,german,2025-07-31
gordillo,7.5,0.0,0.0,0.0,arturo,2020-08-21
marta,7.5,1.0,0.0,0.0,berta,2022-06-30
ciruela,4.5,0.0,0.0,0.0,,2024-02-12
marta,4.5,0.5,0.0,0.0,julia,2022-12-02
concha,6.5,0.0,0.0,0.0,arturo,2022-02-22
estrella,11.5,0.0,0.0,0.0,cesar,2026-01-05
roberto,11.0,0.0,0.0,0.0,hilda,2023-02-03
leonor,5.0,0.0,0.0,0.0,,2025-10-31
clinica_central,2.0,0.0,0.0,0.0,cesar,2021-04-07
chayo,4.0,8.5,0.0,0.0,berta,2021-11-18
mariela,10.5,0.0,0.0,0.0,arturo,2021-06-17
roberto,6.5,0.0,0.0,0.0,,2026-01-05
chayo,6.0,0.0,0.0,0.0,diana,2020-10-28
mercadito,11.5,0.0,0.0,0.0,,2021-06-12
dona_mary,8.5,0.0,0.0,0.0,flor,2024-11-25
estrella,21.5,0.5,0.0,0.0,flor,2025-03-17
marta,6.5,1.0,0.0,0.0,diana,2024-07-13
san_uriel_s,2.5,0.0,0.0,0.0,arturo,2023-05-05
remedios,19.0,0.5,0.0,0.0,hilda,2025-03-17
socorro,6.0,0.0,0.0,0.0,edgar,2022-01-08
dona_mary,9.0,6.5,0.0,0.0,flor,2021-08-30
villa_real,3.0,1.0,0.0,0.0,,2025-12-27
materno_inf,0.5,0.0,0.0,0.0,cesar,2025-05-07
cristina,6.5,3.0,0.0,0.0,,2024-10-29
xavier,7.0,0.0,0.0,0.0,german,2023-04-26
marta,10.0,0.0,0.0,0.0,,2021-06-12
gordillo,3.0,0.0,0.0,0.0,berta,2023-01-13
roja_2,2.5,2.5,0.0,0.0,arturo,2021-06-19
ciruela,3.0,0.0,0.0,0.0,berta,2024-07-23
bibi,7.0,1.5,0.0,0.0,arturo,2025-03-13
socorro,4.0,0.0,0.0,0.0,,2025-01-24
clinica_central,1.0,0.5,0.0,0.0,,2023-08-11
tito,10.0,0.0,0.0,0.0,hilda,2022-05-14
cristina,5.0,0.0,0.0,0.0,edgar,2024-03-23
