,cliente_id,entrega,devolucion,repartidor_id,mes,estacion,año,dia_mes,dia_sem,demanda_neta
19264,8,11.5,0.0,1,3,2,2023,6,1,11.5
19265,18,9.5,0.0,3,2,1,2023,20,1,9.5
19266,22,11.5,0.5,1,3,2,2023,16,4,11.0
19267,18,7.0,0.0,8,12,1,2023,29,5,7.0
19268,30,5.5,0.0,1,1,1,2022,15,6,5.5
19269,3,7.0,0.0,1,9,4,2025,3,3,7.0
19270,18,6.0,0.0,8,4,2,2021,13,2,6.0
19271,30,4.5,0.0,1,10,4,2020,19,1,4.5
19272,6,9.5,0.0,9,12,1,2024,31,2,9.5
19273,24,21.0,1.0,1,3,2,2022,31,4,20.0
19274,19,12.0,0.0,1,1,1,2025,6,1,12.0
19275,17,3.0,0.0,7,4,2,2025,8,2,3.0
19276,15,7.5,0.0,3,1,1,2026,30,5,7.5
19277,5,10.0,0.0,1,2,1,2024,12,1,10.0
19278,13,8.0,6.5,2,10,4,2020,16,5,1.5
19279,9,9.5,0.0,1,1,1,2023,23,1,9.5
19280,24,14.5,0.0,1,7,3,2021,3,6,14.5
19281,26,7.0,0.0,10,11,4,2025,11,2,7.0
19282,10,4.0,0.0,1,1,1,2023,13,5,4.0
19283,26,2.5,0.0,2,12,1,2023,23,6,2.5
19284,11,5.5,0.0,6,7,3,2025,26,6,5.5
19285,17,9.5,0.0,9,8,3,2022,19,5,9.5
19286,18,6.0,1.5,0,10,4,2024,24,4,4.5
19287,3,8.5,0.0,8,11,4,2023,29,3,8.5
19288,7,2.5,0.5,5,10,4,2022,4,2,2.0
19289,21,6.0,0.0,8,11,4,2020,30,1,6.0
19290,10,5.5,0.0,2,4,2,2021,19,1,5.5
19291,8,12.5,2.0,9,6,3,2021,19,6,10.5
19292,20,4.5,0.0,0,1,1,2021,15,5,4.5
19293,4,15.5,0.0,6,1,1,2026,16,5,15.5
19294,8,9.0,0.0,1,1,1,2024,5,5,9.0
19295,28,4.0,3.0,1,11,4,2024,4,1,1.0
19296,15,9.5,0.5,2,7,3,2020,13,1,9.0
19297,11,5.5,0.0,10,8,3,2022,13,6,5.5
19298,19,0.5,0.0,11,12,1,2020,8,2,0.5
19299,32,0.5,0.0,10,7,3,2022,19,2,0.5
19300,0,18.5,4.5,2,3,2,2024,7,4,14.0
19301,7,2.5,0.0,1,4,2,2022,1,5,2.5
19302,22,8.0,0.0,0,5,2,2023,30,2,8.0
19303,0,18.5,0.0,2,1,1,2021,25,1,18.5
19304,1,3.5,0.0,6,4,2,2023,10,1,3.5
19305,12,2.5,0.0,6,1,1,2024,18,4,2.5
19306,3,3.0,2.5,11,5,2,2025,1,4,0.5
19307,10,7.0,0.0,3,12,1,2020,5,6,7.0
19308,33,4.0,0.0,8,10,4,2024,5,6,4.0
19309,1,6.0,0.0,1,1,1,2025,20,1,6.0
19310,34,8.0,0.0,1,8,3,2020,24,1,8.0
19311,13,4.0,0.0,1,3,2,2024,16,6,4.0
19312,0,41.5,0.0,1,9,4,2020,4,5,41.5
19313,5,2.5,0.0,8,8,3,2023,7,1,2.5
19314,8,8.0,0.0,3,10,4,2023,16,1,8.0
19315,8,12.0,0.0,0,4,2,2025,12,6,12.0
19316,5,9.0,1.0,3,1,1,2023,28,6,8.0
19317,6,8.0,0.0,1,7,3,2025,15,2,8.0
19318,35,8.0,0.0,9,2,1,2026,23,1,8.0
19319,19,1.0,0.5,2,12,1,2022,7,3,0.5
19320,1,3.5,0.0,6,7,3,2023,24,1,3.5
19321,15,5.0,0.0,1,1,1,2023,30,1,5.0
19322,6,2.0,0.0,10,8,3,2024,5,1,2.0
19323,30,6.0,0.0,6,6,3,2024,20,4,6.0
19324,9,7.5,0.0,4,7,3,2025,2,3,7.5
19325,36,3.0,0.0,1,2,1,2025,3,1,3.0
19326,22,6.0,4.5,6,5,2,2022,16,1,1.5
19327,22,7.0,0.0,10,6,3,2022,3,5,7.0
19328,5,5.0,0.0,8,10,4,2024,26,6,5.0
19329,21,10.5,0.0,11,4,2,2024,8,1,10.5
19330,8,8.0,0.0,8,4,2,2022,2,6,8.0
19331,37,10.0,4.5,8,3,2,2024,16,6,5.5
19332,9,5.0,0.0,1,2,1,2024,21,3,5.0
19333,23,7.0,3.0,2,4,2,2023,6,4,4.0
19334,19,7.5,1.5,1,8,3,2024,15,4,6.0
19335,35,4.0,1.0,5,11,4,2023,29,3,3.0
19336,19,14.0,0.0,0,9,4,2022,3,6,14.0
19337,8,14.5,0.5,10,9,4,2022,5,1,14.0
19338,7,5.0,2.5,1,6,3,2023,24,6,2.5
19339,22,13.0,1.0,1,3,2,2025,1,6,12.0
19340,33,3.0,1.0,6,11,4,2023,3,5,2.0
19341,16,9.0,0.5,6,2,1,2024,8,4,8.5
19342,4,19.0,0.0,6,4,2,2025,18,5,19.0
19343,32,5.0,0.0,2,12,1,2024,27,5,5.0
19344,8,7.0,0.0,6,10,4,2025,4,6,7.0
19345,13,3.5,2.0,3,7,3,2022,29,5,1.5
19346,22,9.5,2.5,6,9,4,2021,6,1,7.0
19347,8,7.0,1.0,8,11,4,2024,26,2,6.0
19348,0,10.0,0.0,2,7,3,2025,14,1,10.0
19349,6,8.5,0.0,6,12,1,2022,10,6,8.5
19350,8,7.5,0.0,0,7,3,2020,31,5,7.5
19351,24,11.0,0.0,0,10,4,2021,25,1,11.0
19352,17,7.0,1.5,2,11,4,2022,5,6,5.5
19353,11,4.0,0.0,6,12,1,2023,30,6,4.0
19354,26,5.5,1.0,1,4,2,2024,8,1,4.5
19355,35,3.0,0.0,9,9,4,2025,5,5,3.0
19356,7,16.5,0.0,2,6,3,2024,26,3,16.5
19357,37,6.5,0.0,10,10,4,2025,29,3,6.5
19358,21,8.0,0.0,2,12,1,2023,4,1,8.0
19359,2,5.0,0.0,6,12,1,2024,18,3,5.0
19360,1,3.5,2.0,9,7,3,2023,7,5,1.5
19361,22,7.0,0.0,11,8,3,2020,17,1,7.0
19362,31,2.0,1.5,1,11,4,2022,22,2,0.5
19363,26,12.5,0.0,1,3,2,2025,22,6,12.5
19364,25,3.5,4.0,9,8,3,2021,14,6,-0.5
19365,11,4.5,0.0,10,8,3,2023,7,1,4.5
19366,26,6.0,0.0,6,3,2,2021,22,1,6.0
19367,6,8.5,0.0,6,5,2,2025,17,6,8.5
19368,3,7.5,0.0,1,12,1,2021,30,4,7.5
19369,10,7.5,0.0,1,10,4,2020,31,6,7.5
19370,5,3.0,0.0,1,11,4,2025,7,5,3.0
19371,12,2.0,0.0,6,1,1,2021,28,4,2.0
19372,8,8.0,0.0,7,11,4,2020,19,4,8.0
19373,22,9.5,0.5,2,10,4,2024,10,4,9.0
19374,26,1.5,3.0,9,6,3,2025,6,5,-1.5
19375,0,10.5,2.0,1,8,3,2023,9,3,8.5
19376,30,4.0,3.0,10,2,1,2024,12,1,1.0
19377,3,7.0,1.5,0,12,1,2020,10,4,5.5
19378,0,12.5,0.0,1,12,1,2022,19,1,12.5
19379,0,9.0,0.0,2,4,2,2022,23,6,9.0
19380,18,7.0,2.5,1,12,1,2020,24,4,4.5
19381,15,7.0,7.0,1,2,1,2023,28,2,0.0
19382,8,19.5,0.0,0,5,2,2021,8,6,19.5
19383,21,4.0,0.0,1,11,4,2024,11,1,4.0
19384,10,12.5,0.0,3,7,3,2024,3,3,12.5
19385,32,1.5,0.0,3,3,2,2023,7,2,1.5
19386,1,4.0,0.0,9,4,2,2022,23,6,4.0
19387,15,4.5,0.0,1,12,1,2023,19,2,4.5
19388,6,12.0,2.0,1,11,4,2024,4,1,10.0
19389,9,3.5,0.0,10,9,4,2025,2,2,3.5
19390,0,24.5,1.0,8,9,4,2024,16,1,23.5
19391,43,16.5,0.0,6,6,3,2023,6,2,16.5
19392,12,4.5,1.5,0,3,2,2023,24,5,3.0
19393,6,17.0,0.0,9,12,1,2025,18,4,17.0
19394,30,5.5,0.0,1,9,4,2021,11,6,5.5
19395,32,1.0,0.0,6,9,4,2020,24,4,1.0
19396,19,9.0,0.0,10,8,3,2021,21,6,9.0
19397,21,11.0,0.0,2,8,3,2024,13,2,11.0
19398,16,10.0,2.0,2,2,1,2024,13,2,8.0
19399,17,5.0,0.5,1,11,4,2023,25,6,4.5
19400,32,1.5,0.0,6,9,4,2025,26,5,1.5
19401,19,16.5,0.5,1,9,4,2021,6,1,16.0
19402,12,2.0,0.0,1,11,4,2021,30,2,2.0
19403,22,10.0,0.0,2,12,1,2021,6,1,10.0
19404,19,0.5,0.0,1,10,4,2023,30,1,0.5
19405,7,10.0,0.5,6,7,3,2025,24,4,9.5
19406,21,7.5,1.0,9,10,4,2023,19,4,6.5
19407,8,7.0,0.0,4,9,4,2025,27,6,7.0
19408,11,4.5,0.0,1,2,1,2021,4,4,4.5
19409,4,24.0,1.5,3,11,4,2024,29,5,22.5
19410,30,4.5,0.5,0,12,1,2023,30,6,4.0
19411,6,20.0,2.0,4,9,4,2022,14,3,18.0
19412,5,4.0,0.0,2,7,3,2022,21,4,4.0
19413,2,3.5,0.0,1,9,4,2024,12,4,3.5
19414,7,3.5,0.0,0,8,3,2025,8,5,3.5
19415,22,6.5,0.0,10,8,3,2023,9,3,6.5
19416,7,0.5,0.0,1,6,3,2025,25,3,0.5
19417,30,3.5,0.0,1,1,1,2024,16,2,3.5
19418,2,1.0,4.0,0,11,4,2025,4,2,-3.0
19419,8,9.5,6.5,2,2,1,2022,3,4,3.0
19420,8,8.0,0.0,1,5,2,2025,14,3,8.0
19421,13,8.0,0.0,1,8,3,2024,22,4,8.0
19422,5,3.0,0.0,2,12,1,2023,20,3,3.0
19423,5,5.5,0.0,1,11,4,2022,18,5,5.5
19424,27,1.0,0.0,1,12,1,2024,27,5,1.0
19425,33,7.0,0.0,5,5,2,2025,3,6,7.0
19426,4,8.0,0.0,3,4,2,2023,8,6,8.0
19427,26,7.5,0.0,6,2,1,2025,14,5,7.5
19428,35,2.5,0.5,6,3,2,2025,4,2,2.0
19429,16,15.0,0.0,2,12,1,2023,6,3,15.0
19430,18,9.5,0.0,2,8,3,2020,25,2,9.5
19431,13,5.0,2.5,1,9,4,2021,17,5,2.5
19432,36,4.0,1.5,6,1,1,2021,22,5,2.5
19433,12,1.5,0.0,2,1,1,2023,3,2,1.5
19434,16,18.5,0.0,0,3,2,2023,18,6,18.5
19435,16,15.5,0.0,8,10,4,2022,25,2,15.5
19436,11,5.0,0.0,5,9,4,2024,13,5,5.0
19437,15,6.5,0.0,9,9,4,2023,23,6,6.5
19438,11,3.5,0.0,6,7,3,2024,19,5,3.5
19439,38,0.5,0.0,4,7,3,2022,22,5,0.5
19440,23,8.0,0.0,1,3,2,2021,1,1,8.0
19441,3,5.5,1.0,4,12,1,2020,8,2,4.5
19442,25,2.0,0.0,6,10,4,2023,18,3,2.0
19443,7,6.0,1.5,1,8,3,2021,11,3,4.5
19444,37,6.5,1.0,2,4,2,2024,2,2,5.5
19445,5,4.0,1.0,0,1,1,2023,25,3,3.0
19446,9,4.0,0.0,4,7,3,2021,27,2,4.0
19447,2,1.5,0.0,1,10,4,2020,26,1,1.5
19448,1,6.0,0.0,2,2,1,2022,12,6,6.0
19449,21,3.0,0.0,1,11,4,2023,3,5,3.0
19450,6,10.0,0.0,1,10,4,2021,23,6,10.0
19451,15,6.0,0.0,1,9,4,2022,21,3,6.0
19452,21,6.5,0.0,10,5,2,2023,13,6,6.5
19453,1,8.0,3.5,1,5,2,2021,12,3,4.5
19454,15,4.5,0.0,6,5,2,2021,21,5,4.5
19455,11,7.5,0.0,9,11,4,2020,30,1,7.5
19456,6,1.5,0.0,6,2,1,2022,25,5,1.5
19457,30,4.5,3.0,1,4,2,2024,24,3,1.5
19458,39,1.0,0.0,6,1,1,2021,23,6,1.0
19459,5,2.0,0.0,1,10,4,2021,16,6,2.0
19460,5,4.0,0.0,9,12,1,2024,5,4,4.0
19461,0,13.0,0.0,1,4,2,2022,30,6,13.0
19462,0,7.5,0.0,1,4,2,2025,19,6,7.5
19463,0,24.0,0.0,9,8,3,2025,5,2,24.0
19464,37,9.0,0.0,2,1,1,2024,11,4,9.0
19465,15,4.5,0.0,1,12,1,2021,9,4,4.5
19466,4,14.0,0.5,6,2,1,2026,7,6,13.5
19467,33,5.0,0.5,0,12,1,2020,8,2,4.5
19468,37,8.0,2.0,1,9,4,2025,1,1,6.0
19469,18,8.5,0.0,11,11,4,2024,15,5,8.5
19470,10,5.0,0.0,8,5,2,2021,26,3,5.0
19471,4,11.0,2.0,1,3,2,2022,8,2,9.0
19472,36,2.5,0.0,1,2,1,2024,5,1,2.5
19473,5,1.5,0.0,0,6,3,2021,23,3,1.5
19474,33,3.5,3.0,0,10,4,2023,12,4,0.5
19475,15,10.5,4.0,0,9,4,2024,9,1,6.5
19476,19,1.0,0.0,3,1,1,2026,29,4,1.0
19477,16,17.0,0.0,0,2,1,2023,13,1,17.0
19478,33,6.5,5.0,10,6,3,2024,4,2,1.5
19479,15,7.5,0.0,10,12,1,2022,23,5,7.5
19480,15,5.0,7.0,4,1,1,2025,21,2,-2.0
19481,0,18.0,0.0,6,5,2,2023,11,4,18.0
19482,19,18.0,0.0,0,7,3,2022,1,5,18.0
19483,23,9.0,0.0,8,6,3,2024,15,6,9.0
19484,6,15.5,7.5,3,11,4,2021,15,1,8.0
19485,5,13.5,7.5,1,7,3,2020,22,3,6.0
19486,33,10.5,0.5,1,10,4,2024,14,1,10.0
19487,26,8.0,12.0,2,3,2,2023,4,6,-4.0
19488,15,7.5,0.0,1,8,3,2022,19,5,7.5
19489,30,4.5,4.5,5,4,2,2021,16,5,0.0
19490,35,4.0,0.0,1,5,2,2025,9,5,4.0
19491,9,5.0,0.0,1,2,1,2021,10,3,5.0
19492,6,11.0,4.5,3,7,3,2021,8,4,6.5
19493,12,4.5,0.0,6,3,2,2024,14,4,4.5
19494,8,5.5,0.0,3,6,3,2025,16,1,5.5
19495,16,13.5,2.5,1,3,2,2025,19,3,11.0
19496,23,5.5,3.0,1,7,3,2020,18,6,2.5
19497,15,10.0,0.0,6,12,1,2020,30,3,10.0
19498,6,1.0,0.0,1,2,1,2024,26,1,1.0
19499,3,6.0,0.0,9,7,3,2022,13,3,6.0
19500,11,3.0,0.0,6,5,2,2025,19,1,3.0
19501,8,8.0,0.0,4,12,1,2025,16,2,8.0
19502,12,2.5,0.0,1,1,1,2024,9,2,2.5
19503,1,6.0,0.0,9,12,1,2025,10,3,6.0
19504,0,14.5,0.0,6,11,4,2023,30,4,14.5
19505,19,0.5,0.0,3,1,1,2025,15,3,0.5
19506,9,6.0,0.0,4,11,4,2022,5,6,6.0
19507,10,8.0,0.0,9,6,3,2025,13,5,8.0
19508,8,5.0,0.0,4,8,3,2024,14,3,5.0
19509,21,5.5,0.0,6,1,1,2024,8,1,5.5
19510,27,1.5,2.0,5,11,4,2024,21,4,-0.5
19511,29,13.5,0.0,9,1,1,2026,6,2,13.5
19512,2,6.5,0.0,1,7,3,2023,7,5,6.5
19513,23,7.5,0.0,10,9,4,2022,22,4,7.5
19514,21,8.5,1.5,8,5,2,2024,23,4,7.0
19515,18,10.5,1.0,8,9,4,2024,13,5,9.5
19516,36,3.5,0.0,9,4,2,2023,28,5,3.5
19517,23,8.0,0.0,1,12,1,2025,20,6,8.0
19518,5,6.0,1.5,9,9,4,2025,3,3,4.5
19519,16,14.5,1.0,8,2,1,2025,13,4,13.5
19520,16,14.5,0.0,1,5,2,2022,18,3,14.5
19521,9,3.0,0.0,1,1,1,2025,9,4,3.0
19522,20,6.5,0.0,0,7,3,2024,5,5,6.5
19523,35,9.5,2.5,6,11,4,2021,19,5,7.0
19524,26,5.0,0.0,5,5,2,2025,5,1,5.0
19525,12,4.0,0.0,1,4,2,2025,9,3,4.0
19526,1,7.0,3.0,5,11,4,2020,21,6,4.0
19527,18,8.5,0.0,0,4,2,2021,6,2,8.5
19528,22,6.0,0.5,1,5,2,2024,24,5,5.5
19529,6,20.0,0.0,6,5,2,2021,24,1,20.0
19530,35,9.0,0.0,3,12,1,2023,4,1,9.0
19531,12,1.5,0.0,1,2,1,2026,4,3,1.5
19532,15,6.0,0.0,0,9,4,2020,8,2,6.0
19533,2,4.5,0.0,2,8,3,2021,2,1,4.5
19534,19,12.0,0.0,6,9,4,2024,3,2,12.0
19535,1,7.0,2.0,2,12,1,2023,19,2,5.0
19536,30,3.5,0.0,4,4,2,2022,14,4,3.5
19537,4,23.5,1.0,1,8,3,2020,10,1,22.5
19538,19,7.0,0.0,1,10,4,2025,10,5,7.0
19539,1,6.0,0.0,1,3,2,2021,29,1,6.0
19540,8,11.5,0.5,5,11,4,2021,6,6,11.0
19541,8,10.5,2.0,1,8,3,2023,17,4,8.5
19542,18,9.5,3.0,4,5,2,2022,31,2,6.5
19543,16,7.0,0.0,1,11,4,2024,8,5,7.0
19544,38,0.5,0.0,1,2,1,2023,8,3,0.5
19545,9,4.0,0.5,10,6,3,2024,1,6,3.5
19546,22,6.5,0.0,9,1,1,2021,21,4,6.5
19547,3,8.5,0.0,0,7,3,2025,23,3,8.5
19548,18,10.0,0.5,3,1,1,2024,15,1,9.5
19549,6,12.0,2.0,9,2,1,2023,14,2,10.0
19550,8,7.0,0.0,8,8,3,2023,21,1,7.0
19551,17,5.0,2.0,4,9,4,2020,29,2,3.0
19552,12,2.5,1.0,2,9,4,2020,1,2,1.5
19553,6,7.5,1.0,6,3,2,2021,8,1,6.5
19554,8,10.5,0.0,2,3,2,2023,16,4,10.5
19555,4,11.5,0.0,2,3,2,2021,15,1,11.5
19556,3,9.0,0.0,9,10,4,2024,19,6,9.0
19557,7,3.0,0.0,2,7,3,2022,11,1,3.0
19558,5,2.0,2.5,1,4,2,2023,10,1,-0.5
19559,6,7.0,0.0,1,10,4,2023,5,4,7.0
19560,6,15.0,0.0,2,9,4,2024,4,3,15.0
19561,25,3.0,0.0,1,2,1,2026,20,5,3.0
19562,0,8.5,6.5,2,6,3,2024,21,5,2.0
19563,8,5.5,0.0,2,10,4,2024,7,1,5.5
19564,22,10.0,0.0,6,9,4,2021,25,6,10.0
19565,7,3.5,0.0,0,12,1,2020,14,1,3.5
19566,8,14.5,0.0,6,7,3,2025,14,1,14.5
19567,19,4.0,4.5,9,10,4,2022,13,4,-0.5
19568,32,0.5,0.0,2,3,2,2023,27,1,0.5
19569,23,6.5,3.0,10,12,1,2024,17,2,3.5
19570,33,32.0,8.0,1,5,2,2021,7,5,24.0
19571,1,8.0,0.0,6,9,4,2022,22,4,8.0
19572,12,1.0,0.0,10,9,4,2023,11,1,1.0
19573,3,3.5,7.5,10,5,2,2023,25,4,-4.0
19574,8,13.5,0.0,1,1,1,2026,9,5,13.5
19575,8,7.0,4.0,6,8,3,2023,25,5,3.0
19576,6,6.5,1.0,4,7,3,2020,16,4,5.5
19577,5,4.5,7.0,6,8,3,2025,28,4,-2.5
19578,28,5.5,0.0,6,8,3,2023,5,6,5.5
19579,30,6.5,2.0,1,4,2,2021,22,4,4.5
19580,6,14.5,1.5,2,4,2,2024,26,5,13.0
19581,22,10.0,0.0,0,10,4,2020,13,2,10.0
19582,18,9.5,0.0,8,8,3,2024,23,5,9.5
19583,13,4.5,0.0,1,6,3,2025,28,6,4.5
19584,9,3.5,0.5,6,2,1,2026,28,6,3.0
19585,38,18.5,0.0,10,4,2,2023,8,6,18.5
19586,30,5.0,0.0,1,5,2,2022,25,3,5.0
19587,8,17.0,0.0,6,5,2,2024,31,5,17.0
19588,12,3.5,0.5,4,1,1,2025,27,1,3.0
19589,26,8.0,0.0,6,8,3,2020,21,5,8.0
19590,3,8.5,1.0,4,2,1,2026,19,4,7.5
19591,40,3.0,0.0,2,6,3,2021,7,1,3.0
19592,4,9.5,1.0,2,3,2,2022,3,4,8.5
19593,22,8.0,0.0,6,10,4,2020,23,5,8.0
19594,18,8.5,1.5,8,1,1,2025,17,5,7.0
19595,2,3.0,0.5,8,6,3,2022,29,3,2.5
19596,23,7.5,0.0,6,5,2,2022,31,2,7.5
19597,26,6.5,0.0,0,3,2,2025,3,1,6.5
19598,25,4.0,0.0,6,2,1,2021,1,1,4.0
19599,19,12.0,0.0,1,6,3,2022,14,2,12.0
19600,4,11.0,0.5,6,4,2,2024,29,1,10.5
19601,2,1.5,0.0,1,2,1,2025,28,5,1.5
19602,8,12.0,0.0,1,6,3,2023,27,2,12.0
19603,22,8.5,0.0,0,10,4,2025,23,4,8.5
19604,21,6.0,0.0,0,2,1,2023,8,3,6.0
19605,5,2.5,0.0,10,3,2,2021,17,3,2.5
19606,7,1.0,0.0,1,8,3,2025,29,5,1.0
19607,27,2.0,0.0,10,5,2,2025,16,5,2.0
19608,1,7.5,0.0,9,5,2,2022,31,2,7.5
19609,28,5.0,0.0,2,12,1,2022,17,6,5.0
19611,23,7.0,0.5,0,9,4,2020,17,4,6.5
19612,8,11.0,0.5,1,2,1,2024,24,6,10.5
19613,18,8.5,1.5,6,8,3,2022,22,1,7.0
19614,6,9.0,0.0,2,10,4,2020,24,6,9.0
19615,23,7.5,1.5,1,4,2,2022,2,6,6.0
19616,15,8.0,0.0,8,4,2,2021,14,3,8.0
19617,6,5.0,0.0,9,2,1,2026,14,6,5.0
19618,16,16.0,0.0,2,10,4,2025,13,1,16.0
19619,5,8.5,0.0,1,2,1,2025,24,1,8.5
19620,7,8.5,0.0,6,10,4,2021,20,3,8.5
19621,6,1.5,1.5,8,9,4,2023,29,5,0.0
19622,35,12.0,0.0,10,8,3,2020,13,4,12.0
19623,5,6.0,4.5,1,5,2,2023,20,6,1.5
19624,35,4.0,0.0,2,2,1,2023,14,2,4.0
19625,13,10.5,0.0,10,8,3,2024,19,1,10.5
19626,14,5.0,0.0,1,8,3,2022,2,2,5.0
19627,26,2.0,0.5,0,10,4,2025,9,4,1.5
19628,20,7.0,0.0,1,3,2,2025,3,1,7.0
19629,18,10.0,0.0,2,8,3,2024,24,6,10.0
19630,5,2.5,0.0,6,9,4,2024,7,6,2.5
19631,6,4.5,0.0,1,12,1,2024,25,3,4.5
19632,19,2.0,0.0,10,10,4,2022,26,3,2.0
19633,8,19.0,0.0,1,5,2,2025,13,2,19.0
19634,6,2.5,0.0,0,11,4,2024,13,3,2.5
19635,33,3.0,0.0,2,2,1,2023,14,2,3.0
19636,22,10.0,0.0,1,3,2,2024,20,3,10.0
19637,4,7.0,0.0,9,12,1,2024,13,5,7.0
19638,6,7.5,0.0,6,9,4,2022,3,6,7.5
19639,32,5.0,7.0,8,12,1,2025,8,1,-2.0
19640,2,2.5,0.0,1,6,3,2023,23,5,2.5
19641,29,16.5,0.0,8,4,2,2024,8,1,16.5
19642,21,12.5,0.0,1,4,2,2024,30,2,12.5
19643,3,9.0,0.0,1,12,1,2025,17,3,9.0
19644,20,6.5,0.0,0,5,2,2025,15,4,6.5
19645,10,7.0,0.0,6,5,2,2023,11,4,7.0
19646,8,7.0,0.5,3,1,1,2021,1,5,6.5
19647,26,3.0,0.0,1,8,3,2020,14,5,3.0
19648,2,4.0,0.0,8,11,4,2025,21,5,4.0
19649,12,4.0,0.0,1,4,2,2022,2,6,4.0
19650,5,5.0,0.5,8,2,1,2022,8,2,4.5
19651,6,7.0,9.0,6,5,2,2024,9,4,-2.0
19652,5,5.0,0.5,10,7,3,2020,3,5,4.5
19653,21,12.0,0.0,1,9,4,2024,25,3,12.0
19654,35,3.0,0.0,1,7,3,2025,21,1,3.0
19655,36,4.0,1.0,2,12,1,2022,13,2,3.0
19656,6,6.0,0.0,6,6,3,2025,17,2,6.0
19657,0,19.0,1.0,8,4,2,2024,27,6,18.0
19658,6,24.0,0.0,2,10,4,2020,14,3,24.0
19659,13,8.0,0.5,6,12,1,2020,16,3,7.5
19660,1,7.0,0.0,3,1,1,2021,4,1,7.0
19661,11,3.5,0.0,2,9,4,2025,26,5,3.5
19662,21,3.5,0.5,4,6,3,2021,9,3,3.0
19663,9,8.0,0.0,1,3,2,2023,16,4,8.0
19664,12,3.5,0.0,0,5,2,2024,24,5,3.5
19665,23,4.5,0.5,6,2,1,2024,10,6,4.0
19666,11,2.5,0.0,1,6,3,2025,13,5,2.5
19667,4,13.5,0.5,11,5,2,2023,27,6,13.0
19668,2,2.0,1.0,0,1,1,2022,5,3,1.0
19669,6,6.5,0.0,3,11,4,2022,12,6,6.5
19670,20,9.5,0.0,9,1,1,2024,6,6,9.5
19671,18,7.5,3.5,1,11,4,2024,11,1,4.0
19672,13,8.0,0.0,0,10,4,2022,1,6,8.0
19673,6,1.0,0.0,2,12,1,2020,21,1,1.0
19674,19,1.0,1.0,9,4,2,2021,30,5,0.0
19675,0,18.0,0.0,9,8,3,2020,12,3,18.0
19676,28,5.0,0.0,4,5,2,2022,7,6,5.0
19677,15,8.0,4.0,6,12,1,2024,27,5,4.0
19678,35,5.5,0.0,1,11,4,2020,21,6,5.5
19679,8,8.5,0.0,1,8,3,2023,19,6,8.5
19680,15,5.5,0.5,1,8,3,2021,11,3,5.0
19681,14,6.5,0.0,4,7,3,2020,8,3,6.5
19682,13,2.5,1.0,9,3,2,2023,8,3,1.5
19683,22,10.0,4.0,1,3,2,2022,10,4,6.0
19684,9,4.5,0.0,1,4,2,2021,22,4,4.5
19685,27,2.5,0.0,5,9,4,2021,16,4,2.5
19686,7,5.5,0.0,1,1,1,2024,26,5,5.5
19687,21,3.5,0.0,1,8,3,2022,19,5,3.5
19688,31,2.0,0.5,0,10,4,2022,29,6,1.5
19689,19,6.0,0.5,8,4,2,2022,18,1,5.5
19690,29,12.0,0.0,1,7,3,2024,13,6,12.0
19691,12,1.5,0.0,1,12,1,2025,12,5,1.5
19692,35,3.0,3.0,6,2,1,2026,16,1,0.0
19693,12,2.5,0.0,9,5,2,2022,21,6,2.5
19694,21,6.0,0.0,1,8,3,2023,25,5,6.0
19695,8,8.0,0.0,1,3,2,2023,3,5,8.0
19696,13,6.5,0.0,1,1,1,2026,21,3,6.5
19697,11,4.5,0.0,10,3,2,2022,12,6,4.5
19698,10,4.5,0.0,6,10,4,2025,7,2,4.5
19699,5,2.0,0.0,9,3,2,2025,17,1,2.0
19700,3,6.0,0.0,8,7,3,2022,25,1,6.0
19701,2,5.5,0.0,6,3,2,2022,7,1,5.5
19702,2,5.5,0.0,4,12,1,2024,12,4,5.5
19703,27,3.5,4.5,4,4,2,2025,30,3,-1.0
19704,3,8.0,0.0,9,8,3,2022,30,2,8.0
19705,20,7.5,0.5,0,7,3,2021,12,1,7.0
19706,0,6.0,0.0,6,8,3,2022,10,3,6.0
19707,8,6.0,0.5,1,3,2,2021,17,3,5.5
19708,5,2.0,0.5,10,8,3,2022,10,3,1.5
19709,0,19.0,0.0,1,9,4,2025,17,3,19.0
19710,15,9.0,0.5,9,5,2,2024,21,2,8.5
19711,10,9.0,0.0,6,1,1,2022,13,4,9.0
19712,20,9.0,0.0,1,8,3,2025,13,3,9.0
19713,32,3.5,1.5,9,6,3,2024,25,2,2.0
19714,20,7.5,0.0,1,1,1,2025,11,6,7.5
19715,18,8.5,6.0,6,7,3,2022,21,4,2.5
19716,2,1.0,0.0,6,10,4,2025,17,5,1.0
19717,10,6.5,0.0,9,6,3,2021,9,3,6.5
19718,4,15.5,0.0,2,8,3,2023,22,2,15.5
19719,1,3.0,1.0,0,9,4,2024,12,4,2.0
19720,15,6.5,0.5,2,12,1,2020,23,3,6.0
19721,23,6.5,0.0,0,12,1,2022,10,6,6.5
19722,14,4.5,0.0,8,8,3,2020,15,6,4.5
19723,15,8.0,9.0,4,5,2,2025,8,4,-1.0
19724,32,3.5,0.0,2,3,2,2023,31,5,3.5
19725,35,0.5,0.0,3,12,1,2021,23,4,0.5
19726,29,12.0,0.0,10,7,3,2025,21,1,12.0
19727,11,3.5,0.0,1,9,4,2022,14,3,3.5
19728,35,14.5,0.0,6,8,3,2025,13,3,14.5
